"barcode","trip_id","pickup_customer_ref","delivery_customer_ref","category","weight"
"360571681","73224","99","4","A","1370"
"360696411","73677","221","264","A","2239"
"360852370","73498","185","250","A","3676"
"360852738","72950","39","166","A","1841"
"360860590","73439","112","39","A","4925"
"360907244","73256","118","91","A","1016"
"361108865","73195","127","261","A","1089"
"361120082","73874","268","126","A","2890"
"361166143","72954","286","265","A","4676"
"361300589","73488","204","154","A","188"
"361352860","73038","100","275","A","4597"
"361370364","73053","61","66","A","927"
"361488622","72960","292","290","A","205"
"361524828","73755","292","69","A","3560"
"361623475","73958","33","253","A","568"
"361626292","73821","285","127","A","446"
"361731828","73888","247","288","A","3320"
"361763776","73546","188","242","A","4778"
"361773802","73666","219","291","A","499"
"361795623","73706","233","204","A","198"
"361813605","73028","161","300","A","1597"
"361823527","73368","217","196","A","1714"
"361949289","73684","96","252","A","466"
"361973105","73521","72","295","A","3907"
"362127806","73877","118","250","A","1255"
"362184627","73949","118","252","A","980"
"362243257","73304","270","218","A","376"
"362382064","73439","96","75","A","3167"
"362413221","73397","150","249","A","3907"
"362472734","73525","32","5","A","3541"
"362513312","73828","36","267","A","1083"
"362513715","73787","83","289","A","1011"
"362565054","73762","283","142","A","4436"
"362567462","74068","208","196","A","265"
"362599489","73897","92","27","A","2779"
"362740486","73869","175","102","A","3380"
"362864657","73714","268","78","A","3869"
"362865539","73575","20","6","A","4061"
"362881670","73581","64","12","A","4837"
"362911697","73855","285","182","A","2304"
"362929475","73059","278","256","A","4974"
"362932144","73752","268","81","A","3462"
"363034965","72945","294","22","A","1552"
"363098720","73777","272","127","A","1345"
"363144006","73950","149","195","A","2932"
"363263063","73154","298","4","A","4650"
"363383684","74072","110","279","A","3265"
"363399365","73140","35","113","A","2619"
"363420900","73160","138","39","A","1001"
"363427813","73196","89","110","A","1773"
"363608919","73434","194","221","A","3516"
"363695981","74066","129","271","A","1799"
"363747541","73194","163","176","A","369"
"363835875","73158","154","208","A","1475"
"363887246","73344","61","240","A","2192"
"363895560","73180","162","259","A","2185"
"363962808","73226","106","65","A","1441"
"364123833","73597","285","48","A","1854"
"364182388","73033","192","164","A","2636"
"364318654","73998","55","7","A","4344"
"364369714","73170","159","152","A","3841"
"364423544","73483","172","215","A","1521"
"364447421","73356","50","241","A","2043"
"364452301","73273","117","30","A","4100"
"364479812","73935","180","249","A","4019"
"364482992","73315","146","242","A","2859"
"364502904","73558","108","64","A","1581"
"364557061","73635","139","294","A","4929"
"364593181","73115","54","157","A","4234"
"364599849","73084","243","12","A","4513"
"364738235","73802","163","281","A","1274"
"364773492","73431","175","10","A","2459"
"364806777","73509","226","64","A","4469"
"364825964","74028","234","296","A","4887"
"364835130","73970","128","130","A","2972"
"364900525","73002","204","278","A","3233"
"364963861","73158","154","123","A","3959"
"365004297","73546","224","14","A","4876"
"365212767","73693","178","4","A","1613"
"365243444","73242","141","59","A","3274"
"365245866","74071","117","281","A","3380"
"365284268","73702","213","246","A","815"
"365460848","73611","52","181","B","1037"
"365623506","74090","286","17","A","2285"
"365825189","73308","161","122","A","2024"
"365873203","73122","213","31","A","4707"
"366013531","73282","213","142","A","1105"
"366179170","73328","234","178","A","676"
"366192277","73692","106","52","A","1420"
"366227300","73706","45","141","A","3407"
"366269373","73679","115","16","A","1829"
"366563092","73916","298","122","A","4006"
"366819693","73687","257","249","A","1792"
"366889041","73286","207","233","A","4831"
"366907090","73522","262","209","A","2897"
"367101664","74015","257","147","A","1972"
"367110022","73221","71","47","A","1290"
"367278918","73917","123","274","A","3551"
"367426540","73928","45","113","A","436"
"367441536","73661","106","104","A","372"
"367473736","73356","200","241","A","3688"
"367510085","73195","127","132","A","351"
"367568102","73306","236","117","A","1568"
"367634202","74111","17","259","A","2026"
"367737065","73319","64","51","A","1615"
"367737575","74066","38","198","A","3886"
"367745748","73711","42","283","A","1569"
"367872520","73879","270","239","A","532"
"367935500","73317","121","259","A","864"
"367969652","73832","63","81","C","4369"
"367994467","73877","59","250","A","2945"
"367998301","73062","131","181","A","723"
"368032725","73824","174","47","A","4649"
"368208344","73999","79","60","A","4088"
"368227819","73086","68","36","A","739"
"368235391","73685","150","92","A","3235"
"368255078","73587","22","160","A","3767"
"368257182","73998","226","7","A","1112"
"368284026","73444","271","75","A","3851"
"368302447","73853","154","111","A","1881"
"368303051","73033","113","283","A","820"
"368317485","73182","145","159","A","1629"
"368337713","73402","58","55","A","3865"
"368353624","73973","116","177","A","4091"
"368428784","73144","88","105","A","4393"
"368452420","72965","16","296","A","3868"
"368495600","72987","176","220","A","4196"
"368553964","73119","80","135","A","2317"
"368589264","73116","23","62","A","1403"
"368716706","73293","38","156","A","4720"
"368935091","74079","58","270","A","4952"
"368941689","73132","266","171","A","3745"
"369074468","73549","279","68","A","4478"
"369131556","73790","95","122","A","1039"
"369405838","73310","55","87","A","2180"
"369413529","73891","13","144","A","3506"
"369697101","73775","30","156","A","3255"
"369761410","73959","255","20","A","3063"
"369796772","73210","269","27","A","1194"
"369855218","73969","247","134","A","2930"
"370039354","74005","232","19","A","4801"
"370086986","73041","47","193","A","2765"
"370108204","73334","285","151","A","1004"
"370172370","73264","139","89","A","4536"
"370203488","73310","148","55","A","2084"
"370304106","73304","270","218","A","3801"
"370331815","73822","168","35","A","2614"
"370361867","73806","190","165","A","1707"
"370378250","73245","216","3","A","4717"
"370487079","73254","10","57","A","3626"
"370571335","72954","280","206","A","945"
"370593413","73606","66","57","A","4923"
"370638733","73903","23","212","A","1226"
"370819640","73378","170","157","A","3826"
"370831745","73421","44","101","A","2447"
"370889045","73249","118","112","A","2600"
"370891440","73118","42","279","A","2624"
"370931342","73326","133","250","A","3334"
"370966132","74064","239","74","A","3246"
"371146014","73685","16","89","A","112"
"371202275","72980","172","125","A","2170"
"371219243","73525","251","184","A","3441"
"371247392","73246","77","23","A","3558"
"371300410","73357","226","227","A","1918"
"371412774","72944","185","27","A","2641"
"371412931","73421","145","44","A","4431"
"371502346","73709","239","291","A","223"
"371608128","73444","26","172","A","758"
"371703665","73650","54","122","A","3003"
"371736048","73199","124","254","A","4128"
"371755646","73248","51","88","A","3480"
"371773730","73345","247","144","A","818"
"371827332","73315","192","146","A","2009"
"371972618","73702","264","137","A","3453"
"372000555","73291","26","52","A","2655"
"372015520","73581","153","12","A","3310"
"372088956","73778","89","207","A","1256"
"372271451","73562","113","242","A","4455"
"372276540","73625","112","260","A","1940"
"372279994","73614","51","45","A","2478"
"372312813","73408","4","259","A","444"
"372388427","72969","30","105","A","4809"
"372477112","73851","73","278","A","3587"
"372510757","73051","183","76","A","191"
"372561259","73690","127","107","A","4133"
"372563000","73106","276","291","A","1741"
"372626258","73306","291","224","A","2330"
"372639045","72973","44","123","A","2789"
"372660242","74032","4","50","A","3555"
"372781970","73137","225","299","A","2348"
"372877078","73192","161","89","A","3818"
"372992172","73187","31","223","A","3665"
"373120544","74111","135","274","A","2710"
"373138556","73877","59","91","A","2923"
"373185306","73189","38","113","A","4618"
"373297960","73815","237","274","A","4395"
"373337237","73668","45","59","A","2585"
"373366201","73290","281","18","A","449"
"373381072","73715","268","76","A","3713"
"373426283","73856","229","264","A","550"
"373496518","74100","174","192","A","4910"
"373511406","73946","42","75","A","4329"
"373551832","73360","185","186","A","3067"
"373564034","73452","291","269","A","3535"
"373577110","73758","5","81","A","3496"
"373867951","74066","38","198","A","3934"
"373932487","73337","269","22","A","1058"
"373934744","73625","8","112","A","4964"
"373999113","73598","161","238","A","2350"
"374036084","74082","180","99","A","232"
"374086884","73122","199","84","A","509"
"374131292","72959","96","191","A","2944"
"374182983","73386","65","191","A","4296"
"374398780","73170","159","152","A","1712"
"374452977","73194","105","34","A","3105"
"374499634","73257","225","34","A","3016"
"374667634","73349","58","153","A","4926"
"374782424","73284","156","274","A","2511"
"374807777","73436","268","65","A","3556"
"374860668","72950","171","183","A","875"
"374989517","73469","236","31","A","3131"
"375007602","73355","300","40","A","3565"
"375371185","73196","89","110","A","700"
"375377692","73298","98","283","A","1920"
"375539348","74038","241","133","A","1366"
"375593085","72944","115","27","A","1587"
"375595101","73225","49","12","A","4265"
"375688595","73998","55","250","A","4419"
"375699885","73235","166","182","A","3219"
"375813245","73482","28","44","A","458"
"375851744","73986","75","24","A","2896"
"375864429","73428","86","37","A","3314"
"375891284","72949","238","272","A","3096"
"375977449","73242","59","284","A","1225"
"376151580","74039","152","81","A","3738"
"376229354","73854","233","10","A","4493"
"376317126","73842","131","225","A","3773"
"376399368","73954","86","87","A","3044"
"376404159","73493","264","92","A","915"
"376416822","73451","31","118","A","2673"
"376436452","72980","125","172","A","1794"
"376439281","73164","159","142","A","365"
"376602947","73908","121","27","A","2908"
"376606208","73620","59","256","A","4177"
"376632552","73716","51","174","A","2322"
"376678558","73973","116","177","A","2470"
"376791069","73987","2","130","A","2657"
"376799617","72948","58","78","A","1473"
"376825300","73245","216","162","A","1383"
"376884891","73589","279","133","A","4608"
"376949272","73653","57","152","A","1440"
"376962815","73053","105","61","A","4968"
"376999197","73818","287","250","A","2532"
"377092098","73028","61","45","A","2888"
"377130108","73879","136","270","A","1916"
"377191433","73717","92","181","A","4939"
"377201354","73798","230","237","A","2061"
"377260008","73291","52","220","B","2451"
"377466850","73771","268","165","A","2768"
"377592990","73267","210","134","A","4493"
"377621343","73100","63","96","C","1114"
"377633976","73229","81","182","A","1078"
"377853986","73489","163","266","A","4245"
"377880359","73937","69","189","A","4366"
"377956215","73427","266","296","A","3654"
"377967367","73899","12","290","A","1207"
"378030133","73324","103","186","B","4976"
"378177698","73774","87","31","A","2812"
"378356092","73428","46","86","A","4813"
"378382562","72976","39","11","A","1488"
"378390897","73401","234","167","A","2381"
"378420567","73278","279","25","A","4604"
"378449404","73708","32","16","A","4863"
"378477700","73648","69","129","A","4675"
"378546038","73826","286","274","A","3149"
"378555814","73357","47","1","A","4131"
"378584510","73416","29","31","A","744"
"378609837","73395","175","259","A","2007"
"378615602","72960","134","256","A","3001"
"378851680","73493","149","25","A","3760"
"378890081","73366","243","294","A","3743"
"378907486","73871","152","260","A","876"
"379068048","74078","75","124","A","1453"
"379105729","73854","11","214","A","1039"
"379208168","73954","86","87","A","267"
"379313844","73204","6","276","A","3710"
"379319595","72979","205","201","A","4094"
"379418281","73661","101","104","A","2249"
"379448890","73898","7","134","A","2308"
"379503723","73961","15","45","A","602"
"379567663","73807","118","41","A","4019"
"379578831","73790","28","178","A","450"
"379604697","73151","227","46","A","4660"
"379662119","73931","147","279","A","1363"
"379677729","74111","30","252","A","2801"
"379823494","73993","248","130","A","3176"
"379928610","73664","185","38","A","4614"
"379940551","73779","56","143","A","4834"
"380078878","73729","231","287","A","575"
"380098638","73518","272","282","A","4804"
"380203675","73657","201","288","A","4631"
"380220127","73828","55","6","A","3331"
"380241824","74055","115","32","A","1141"
"380304827","73827","3","120","A","4575"
"380319655","73928","113","163","A","3296"
"380355351","73527","101","300","A","356"
"380388235","73418","84","59","A","2002"
"380397917","73822","203","36","A","4045"
"380547381","73646","204","98","A","1120"
"380581969","73305","200","228","A","553"
"380601743","73167","249","139","A","3155"
"380608255","73143","142","43","A","558"
"380630088","73587","22","160","A","3756"
"380644852","73138","258","158","A","2629"
"380688843","74066","129","43","A","213"
"380698873","73148","3","21","A","2441"
"380706583","73143","246","142","A","285"
"380748869","74062","41","277","A","412"
"380819223","73719","39","107","A","2405"
"380854561","72992","211","259","A","3230"
"380975460","73275","148","84","A","4022"
"381002280","73651","92","180","A","4053"
"381015706","73333","294","11","A","4489"
"381029039","73376","44","110","A","3376"
"381193064","73448","76","197","A","4694"
"381199678","73179","12","35","A","2517"
"381297263","74053","96","176","A","4163"
"381299813","73444","282","172","A","1268"
"381331751","73861","94","247","A","3897"
"381363554","73264","83","89","A","1413"
"381367573","73459","116","103","A","443"
"381529447","73601","84","221","A","218"
"381530500","73304","218","270","A","3935"
"381631268","73846","229","224","A","4451"
"381691644","74061","184","97","A","981"
"381705384","73881","288","223","A","3157"
"381892506","74022","277","198","A","4306"
"381906906","73519","297","125","A","4552"
"381929405","73639","83","111","A","1488"
"381964235","73779","181","39","C","4280"
"382044415","73332","32","231","A","1257"
"382096712","73708","16","32","A","2559"
"382101298","73435","91","106","A","4840"
"382139421","74020","147","84","A","2345"
"382146071","73720","87","14","A","2291"
"382258994","73779","181","143","C","1628"
"382266733","73665","68","89","A","246"
"382434147","73064","271","38","A","1350"
"382453015","73284","41","274","A","3495"
"382551187","73829","167","37","A","1107"
"382651173","73355","290","166","A","1551"
"382740936","73022","177","181","A","3061"
"382776967","74011","172","7","A","4492"
"382817083","73243","219","19","A","1042"
"382855586","73221","71","105","A","140"
"383051335","73495","168","92","A","3479"
"383065212","73888","275","288","A","2296"
"383159858","73460","267","127","A","4890"
"383163049","73304","270","218","A","4718"
"383170897","73883","206","81","A","2548"
"383175118","73685","262","153","A","4760"
"383185025","73303","215","148","A","565"
"383208910","73294","169","215","A","3855"
"383255072","73238","211","27","A","586"
"383286247","73153","42","107","A","4412"
"383617577","73237","286","207","A","4495"
"383816248","73217","222","140","A","294"
"383850422","73155","8","248","A","2903"
"383878771","73187","13","32","A","4639"
"383887286","73095","204","119","A","3282"
"383909130","73783","135","260","A","3277"
"383912073","72998","219","299","A","1251"
"384065739","73260","56","297","A","4610"
"384101949","73125","112","151","A","4121"
"384104314","73482","264","235","A","1511"
"384147090","74109","25","220","A","471"
"384251876","73382","193","218","A","4184"
"384314795","73783","85","29","A","144"
"384427591","73574","206","42","A","1802"
"384507358","73917","274","251","A","2640"
"384610286","73574","236","206","A","2543"
"384636552","73967","228","40","A","1113"
"384716791","73213","199","211","A","4478"
"384904221","73330","103","114","B","4321"
"384945528","73845","201","26","A","4339"
"384978759","73293","171","79","A","1552"
"384997207","73071","284","165","A","3706"
"385052219","73875","148","248","A","1423"
"385054997","73531","77","143","A","4198"
"385085473","73254","120","205","A","4194"
"385118543","73935","180","15","A","917"
"385152717","73264","83","50","A","1380"
"385224856","73464","23","67","A","2367"
"385332284","73270","204","104","A","3996"
"385335457","73427","155","266","A","4493"
"385456376","73448","15","76","A","3335"
"385460756","72968","48","208","A","2772"
"385473090","74089","263","286","A","2459"
"385554128","73501","15","231","A","2594"
"385582453","73786","158","156","A","2578"
"385613756","73872","247","79","A","2857"
"385627120","73041","134","75","A","509"
"385769621","73054","274","234","A","742"
"385818501","73280","281","182","A","1382"
"385837206","73415","39","22","A","751"
"385866926","73269","268","298","A","525"
"386056361","72953","281","118","A","1603"
"386102584","73730","120","71","A","2373"
"386187251","73411","281","241","A","3613"
"386230928","73911","109","124","A","206"
"386256669","73506","208","200","A","956"
"386262794","73900","60","129","A","4490"
"386304067","73022","277","181","A","1926"
"386318831","73073","249","62","A","3750"
"386434542","73422","133","54","A","3015"
"386454315","73660","12","45","A","4257"
"386523463","74108","167","119","A","4759"
"386567437","73712","164","136","A","1620"
"386602198","73134","240","167","A","4792"
"386658036","74029","87","278","A","3659"
"386674013","73176","85","100","A","2756"
"386688464","73996","238","237","A","2875"
"386736105","73074","145","267","A","3031"
"386737888","74012","34","139","A","109"
"386739480","73695","55","235","A","1867"
"386795626","73198","254","108","A","4515"
"386797416","73996","218","239","A","1032"
"386942200","73096","298","109","A","3242"
"386950892","73043","156","37","A","4438"
"387002916","73576","130","220","A","2496"
"387053910","73506","186","200","A","2639"
"387348290","73051","183","76","A","4540"
"387423020","73265","275","47","A","3546"
"387434687","73472","222","119","A","2813"
"387447269","73091","108","43","A","612"
"387497218","73621","39","236","A","4150"
"387553888","73709","202","11","A","4628"
"387573635","73057","254","42","A","582"
"387586730","73058","190","155","A","1293"
"387677190","73320","224","255","A","4678"
"387715282","72977","99","97","A","2866"
"387728907","73387","6","4","A","1257"
"387843744","73767","18","211","A","1326"
"387878552","73075","15","211","A","4372"
"387894138","73893","110","123","A","4052"
"387898709","73693","156","4","A","2535"
"387908851","73481","76","190","A","193"
"387992452","73671","178","249","A","2408"
"388060403","73823","74","17","A","4064"
"388094304","73366","293","294","A","2774"
"388107318","73745","216","267","A","3919"
"388200902","73001","228","211","A","3832"
"388397969","73654","11","163","A","395"
"388403540","73811","98","9","A","4382"
"388486502","73785","122","123","A","1750"
"388539299","74025","68","60","A","3550"
"388543997","73456","19","121","A","2258"
"388598485","73982","230","47","A","2228"
"388606535","73979","157","158","A","1265"
"388631895","73295","223","150","A","1868"
"388697619","73533","173","188","A","3922"
"388727321","73592","275","228","A","2368"
"388770041","73305","69","140","A","2734"
"388815974","73485","50","73","A","2216"
"388839571","73229","241","78","A","1436"
"388840758","73181","259","22","A","3965"
"388862232","73096","223","45","A","1531"
"388902812","73868","298","37","A","2826"
"388904015","73822","35","203","A","1798"
"388913235","73109","209","268","A","2416"
"388992372","73830","189","244","A","3829"
"389013218","73642","273","72","A","2161"
"389077938","74061","48","184","A","4999"
"389230499","73315","287","47","A","3359"
"389301011","73976","76","19","A","1143"
"389311685","73339","223","1","A","1641"
"389369094","73146","206","179","A","3195"
"389400849","73460","98","19","A","498"
"389433533","74000","22","123","A","2284"
"389444878","73385","94","70","A","2542"
"389447597","73675","122","155","A","4525"
"389474805","73965","115","31","A","2347"
"389492304","73337","180","230","A","1353"
"389522545","73442","241","173","A","4319"
"389590909","73822","168","203","A","3955"
"389639715","72955","79","56","A","2179"
"389719084","73666","291","184","A","3084"
"389732881","73040","259","111","A","1440"
"389733669","73360","185","264","A","1635"
"389736834","73899","275","12","A","3955"
"389867293","73647","223","176","A","3250"
"389916809","73769","115","239","A","3946"
"389992248","73375","242","111","A","3404"
"389997815","73045","196","255","A","3378"
"390037201","73269","16","5","A","3034"
"390060653","73725","168","102","A","4963"
"390099552","73832","63","81","C","4623"
"390233210","73342","79","120","A","2546"
"390382254","73249","2","81","A","3022"
"390393741","73568","237","114","A","3169"
"390411733","73249","29","112","A","4433"
"390496229","73463","270","16","A","567"
"390498939","73382","181","218","C","985"
"390523539","73300","80","280","A","1040"
"390672203","73059","189","278","A","340"
"390758493","73752","81","268","A","3655"
"390781880","74011","99","3","A","3742"
"390801868","73039","193","113","A","1372"
"391032736","74061","48","290","A","2341"
"391032981","73028","56","177","A","2721"
"391067831","73385","12","94","A","1530"
"391130970","73142","279","189","A","3246"
"391153167","73185","47","86","A","3807"
"391195407","72980","223","297","A","3759"
"391259289","73051","76","119","A","3600"
"391360580","73518","189","282","A","2773"
"391390585","73918","277","244","A","4280"
"391473743","73237","45","255","A","652"
"391562345","73987","130","34","A","652"
"391632557","73991","71","110","A","4795"
"391683278","74017","182","7","A","2605"
"391761194","73468","269","257","A","176"
"391818777","73712","197","137","A","3416"
"391835371","73031","172","226","A","243"
"391947792","74011","3","7","A","1073"
"392085063","73639","172","231","A","4964"
"392100121","73694","67","283","A","4905"
"392176320","73210","27","277","A","703"
"392382026","73160","168","4","A","2457"
"392411063","74063","145","188","A","1799"
"392530184","74043","77","212","A","1421"
"392582241","73448","174","180","A","4701"
"392623156","74051","93","48","A","3326"
"392644713","73948","106","90","A","4469"
"392699584","73779","56","165","A","4163"
"392726014","72978","294","18","A","618"
"392769186","73356","241","200","A","935"
"392821633","72973","200","123","A","3329"
"392833035","73028","161","79","A","4849"
"392870802","74006","239","9","A","4667"
"392962827","73939","150","190","A","4419"
"392979372","73891","50","33","A","3599"
"393003195","73436","298","40","A","2026"
"393074651","73585","122","208","A","3906"
"393134801","73383","115","211","A","1723"
"393150691","73883","258","8","A","3320"
"393165315","73158","75","31","A","2113"
"393308157","73510","53","123","A","3490"
"393329608","73372","83","179","A","1564"
"393333019","73516","183","75","A","4566"
"393362774","73918","244","277","A","4913"
"393386392","73925","77","164","A","4509"
"393415079","73261","255","9","A","1316"
"393443962","73864","52","12","B","2883"
"393491871","73398","267","67","A","857"
"393513190","73864","145","232","A","2509"
"393523442","73593","92","103","A","2606"
"393527785","74050","187","158","A","3076"
"393665490","73484","277","146","A","3050"
"393713680","72992","175","146","A","1329"
"393716066","73935","226","52","A","1837"
"393979135","73006","164","228","A","2437"
"394030336","73473","17","294","A","3929"
"394060152","73193","118","285","A","3755"
"394069953","73983","150","147","A","1627"
"394281943","73327","98","36","A","4551"
"394316483","73124","77","235","A","1395"
"394329568","73015","278","14","A","112"
"394406209","73345","18","247","A","4126"
"394660264","73928","172","45","A","4462"
"394762514","73877","250","91","A","4809"
"394833462","73704","298","39","A","1576"
"394846785","73938","132","44","A","3973"
"394895848","73397","150","114","A","2414"
"394909271","73255","271","121","A","165"
"395040633","74099","10","162","A","2801"
"395050275","74005","232","290","A","537"
"395124056","73017","259","4","A","3953"
"395165618","73154","144","298","A","363"
"395330714","73340","28","261","A","1679"
"395496225","73927","256","143","A","1037"
"395565089","74097","251","286","A","1945"
"395606593","73090","292","47","A","3619"
"395638037","73610","118","29","A","2065"
"395642814","73619","205","287","A","2102"
"395741331","73493","21","221","A","159"
"395802569","73590","262","281","A","1631"
"395833166","73885","253","272","B","4126"
"395841167","73046","50","8","A","1619"
"395897514","73769","161","115","A","649"
"395967637","74054","71","84","A","3291"
"396133937","73506","218","90","A","1321"
"396158719","73349","6","161","A","3393"
"396171974","73629","166","279","A","573"
"396178318","73801","245","129","A","4131"
"396306227","73691","267","7","A","3114"
"396324822","73478","43","103","A","2350"
"396510991","73036","78","53","A","4700"
"396577216","74064","74","211","A","858"
"396582452","73101","224","134","A","3815"
"396595539","73451","82","58","C","714"
"396758823","73514","90","67","A","2093"
"396847178","73999","176","182","A","3484"
"396886534","73965","31","20","A","1247"
"396950170","73147","65","156","A","4485"
"397009380","73066","110","152","A","3067"
"397043374","73054","274","234","A","527"
"397107729","73568","129","173","A","1903"
"397230707","73003","83","76","A","636"
"397244753","73643","151","212","A","3653"
"397284233","73005","146","182","A","2885"
"397350698","73757","2","27","A","4439"
"397392030","73471","73","183","A","2279"
"397526216","73493","149","55","A","3482"
"397529080","73610","118","138","A","4939"
"397541069","73851","203","169","A","128"
"397637517","73695","99","39","A","1455"
"397715732","74080","36","293","A","794"
"397718747","73665","68","89","A","863"
"397728406","73543","294","9","A","1844"
"397750012","73682","169","62","A","4577"
"397751678","73368","275","29","A","3044"
"397781383","73023","94","137","A","4670"
"397931463","74112","227","275","A","4370"
"397965711","73325","215","89","A","337"
"398076080","72984","230","275","A","985"
"398246774","74085","126","161","A","1973"
"398246791","74020","27","105","A","1437"
"398311857","73997","31","195","A","599"
"398386897","73821","14","131","A","4361"
"398438387","73824","18","123","A","4673"
"398510768","73085","226","31","A","3207"
"398518094","73447","94","153","A","4478"
"398685665","73481","153","76","A","2877"
"398700153","73031","172","271","A","4776"
"398719408","74059","149","53","A","2709"
"398727463","73418","257","153","A","269"
"398823551","73639","111","83","A","3286"
"399004304","73916","122","298","A","4674"
"399007841","73021","229","265","A","2893"
"399219380","73307","295","103","A","2822"
"399225377","73762","223","298","A","4941"
"399322709","72951","123","81","A","4822"
"399365988","73088","251","100","A","1489"
"399382776","73567","210","180","A","3463"
"399412370","73068","106","49","A","1912"
"399473462","73447","153","134","A","1342"
"399580717","72970","151","49","A","2732"
"399644565","73829","127","75","A","4542"
"399703214","73916","298","113","A","1566"
"399719897","73250","134","158","A","4949"
"399803444","73199","124","254","A","793"
"399866817","73796","67","161","A","490"
"399871874","74110","81","262","A","731"
"399889098","73525","184","66","A","1934"
"399894812","73445","76","242","A","4961"
"399907945","73160","94","163","A","617"
"399937389","73045","80","49","A","2032"
"400012479","73037","197","201","A","2482"
"400013713","73695","115","219","A","403"
"400037879","73151","188","193","A","2597"
"400138036","73609","145","45","A","1694"
"400174120","73730","71","120","A","2089"
"400178293","73897","90","249","A","2911"
"400265960","73302","280","170","A","409"
"400276062","73141","148","230","A","3184"
"400301312","73564","164","186","A","314"
"400343744","73226","161","106","A","2787"
"400366039","73635","139","132","A","595"
"400382138","73414","208","200","A","1085"
"400584537","73268","169","43","A","510"
"400604989","73959","80","55","A","3045"
"400641090","73634","99","186","A","2843"
"400856426","74078","237","185","A","946"
"400880707","73624","173","98","A","337"
"400896634","74052","249","267","A","3425"
"400904426","73439","275","33","A","446"
"400981244","73032","63","182","C","4515"
"401012250","73310","55","204","A","2219"
"401053446","73024","98","74","A","3970"
"401054074","73769","115","239","A","1212"
"401062426","73577","251","105","A","4547"
"401096658","73226","183","65","A","1224"
"401236007","73283","186","4","A","1309"
"401304895","73789","113","129","A","4932"
"401456794","73897","92","249","A","3656"
"401491319","73050","245","150","A","1136"
"401514948","73328","178","234","A","4216"
"401607385","73688","270","68","A","4980"
"401609504","73944","264","213","A","2016"
"401636822","73583","87","241","A","248"
"401641585","73980","102","223","A","2165"
"401663990","73854","233","10","A","3649"
"401672068","73054","186","95","A","2572"
"401722027","73078","103","258","B","3204"
"401722331","73070","84","148","A","603"
"401758861","73385","12","70","A","4904"
"401767153","73371","69","85","A","4125"
"401816873","73421","67","44","A","3077"
"401824042","74039","62","81","A","1869"
"401833412","73274","75","127","A","1759"
"401963740","74072","278","110","A","1337"
"402089124","73550","141","51","A","1582"
"402178067","73360","175","185","A","1675"
"402192213","73603","235","277","A","1677"
"402200596","72982","42","32","A","703"
"402281042","73590","99","281","A","4279"
"402334408","73703","265","184","A","4895"
"402391666","73292","195","176","A","1305"
"402553554","73970","291","137","A","965"
"402585656","73946","41","169","A","4655"
"402620083","73191","218","40","A","906"
"402658400","73282","142","213","A","3662"
"402698219","74110","241","225","A","4567"
"402717025","72981","224","243","A","2742"
"402732425","73460","267","1","A","4159"
"402766694","73630","26","297","A","421"
"402783877","73356","200","152","A","4791"
"402912831","73842","63","277","C","2862"
"402924986","73871","152","117","A","3582"
"403147649","73049","196","9","A","4997"
"403163436","73567","173","211","A","1382"
"403260823","73815","147","42","A","1155"
"403285374","73296","300","135","A","1581"
"403323957","73877","91","250","A","1858"
"403373436","73536","172","32","A","3925"
"403382998","74082","180","99","A","4463"
"403388958","73501","149","117","A","4433"
"403454149","73760","171","107","A","3803"
"403476895","74009","274","70","A","1057"
"403479406","73217","91","67","A","3955"
"403606603","73384","121","17","A","1941"
"403633228","73481","274","190","A","2655"
"403659592","72991","150","151","A","836"
"403682486","73590","102","262","A","1601"
"403782310","73210","277","27","A","3285"
"403812173","73722","232","12","A","1225"
"403907801","73931","147","300","A","1334"
"403967672","74080","36","67","A","841"
"403972347","73213","211","199","A","2223"
"404003711","72968","137","48","A","787"
"404025077","73091","43","56","A","2208"
"404042667","73501","15","149","A","3328"
"404044513","73751","132","11","A","4194"
"404219055","73806","300","65","A","1232"
"404371662","73222","130","164","A","3332"
"404424253","73389","126","259","A","4469"
"404452741","73717","101","159","A","431"
"404457864","73563","104","73","A","3110"
"404486142","73513","143","245","A","4486"
"404547883","73280","182","281","A","758"
"404726486","73067","289","116","A","1499"
"404918051","73338","156","278","A","3749"
"404934615","73413","218","187","A","4480"
"404970418","73940","19","250","A","1422"
"405039450","73194","114","225","A","1177"
"405117569","73765","4","2","A","1906"
"405165951","73986","75","273","A","1606"
"405337983","73617","194","124","A","531"
"405347683","73347","65","139","A","2947"
"405349569","73049","177","106","A","3905"
"405436468","73039","116","28","A","390"
"405465371","74033","105","275","A","2427"
"405505940","73025","284","231","A","1182"
"405640402","73233","126","42","A","618"
"405674534","73007","197","148","A","4522"
"405702428","73586","118","33","A","3874"
"405819987","73567","273","31","A","4622"
"405859895","73998","226","295","A","2988"
"405876161","73725","39","62","A","2184"
"405894626","73091","43","121","A","1158"
"405950157","73941","169","117","A","3150"
"406038125","73354","225","142","A","881"
"406045726","73250","64","202","A","1629"
"406193091","73500","254","42","A","4339"
"406205208","73306","45","236","A","1608"
"406359909","73599","173","174","A","4034"
"406370554","74035","278","164","A","4425"
"406376462","73195","218","127","A","4744"
"406376884","73174","90","215","A","2668"
"406381501","73378","32","238","A","430"
"406492837","73177","132","189","A","2238"
"406529289","73531","143","77","A","934"
